"Week","a.influenza","acute.bronchitis","body.temperature","braun.thermoscan","break.a.fever","bronchitis","chest.cold","cold.and.flu","cold.or.flu","cold.versus.flu","cold.vs.flu","contagious.flu","cough.fever","cure.flu","cure.the.flu","dangerous.fever","do.i.have.the.flu","ear.thermometer","early.flu.symptoms","expectorant","exposed.to.flu","fever.cough","fever.flu","fever.reducer","fight.the.flu","flu.and.cold","flu.and.fever","flu.care","flu.children","flu.complications","flu.contagious.period","flu.contagious","flu.cough","flu.duration","flu.fever","flu.germs","flu.headache","flu.how.long","flu.in.children","flu.incubation.period","flu.incubation","flu.lasts","flu.length","flu.medicine","flu.or.cold","flu.recovery","flu.relief","flu.remedies","flu.remedy","flu.report","flu.reports","flu.symptoms","flu.test","flu.treatment","flu.treatments","flu.versus.cold","flu.vs.cold","get.over.the.flu","get.rid.of.the.flu","having.the.flu","high.fever","how.long.contagious","how.long.does.flu.last","how.long.does.the.flu.last","how.long.flu","how.long.is.flu.contagious","how.long.is.the.flu.contagious","how.long.is.the.flu","how.to.get.rid.of.the.flu","how.to.treat.flu","how.to.treat.the.flu","human.temperature","i.have.the.flu","incubation.period.for.flu","incubation.period.for.the.flu","influenza.a.and.b","influenza.a","influenza.contagious","influenza.incubation.period","influenza.incubation","influenza.symptoms","influenza.treatment","influenza.type.a","is.flu.contagious","low.body","medicine.for.flu","medicine.for.the.flu","normal.body.temperature","normal.body","oscillococcinum","over.the.counter.flu.medicine","over.the.counter.flu","painful.cough","pneumonia","rapid.flu","reduce.a.fever","reduce.fever","remedies.for.flu","remedies.for.the.flu","respiratory.flu","robitussin","signs.of.flu","signs.of.the.flu","sinus.infections","sinus","strep.throat","strep","symptoms.of.bronchitis","symptoms.of.flu","symptoms.of.influenza","symptoms.of.pneumonia","symptoms.of.the.flu","taking.temperature","tessalon","the.flu.virus","the.flu","thermoscan","treat.flu","treat.the.flu","treating.flu","treating.the.flu","treatment.for.flu","treatment.for.the.flu","tussin","tussionex","type.a.influenza","upper.respiratory","walking.pneumonia","what.to.do.if.you.have.the.flu"
"2007-09-15",3,21,52,30,8,21,23,9,8,10,4,2,8,1,4,13,3,31,3,25,5,8,3,10,6,9,7,3,2,3,4,2,5,6,3,13,2,1,1,1,0,13,4,5,8,5,9,3,7,1,2,1,2,2,5,10,4,6,8,4,33,4,2,1,1,1,2,1,5,3,5,54,1,1,0,8,3,3,5,4,3,8,8,1,55,6,13,27,49,14,8,4,12,31,9,17,13,5,7,3,26,2,2,23,48,37,43,16,1,5,10,1,32,20,2,1,38,2,4,6,11,1,8,21,30,8,28,27,12
"2007-09-22",3,17,50,20,3,24,21,14,7,20,5,1,11,2,4,15,3,30,3,35,5,11,5,13,6,14,7,4,2,3,4,1,4,4,5,8,6,1,1,1,1,13,6,4,7,5,9,9,14,3,2,1,1,2,4,20,5,6,4,8,28,4,1,1,1,1,2,1,5,3,5,56,2,1,5,9,3,3,5,4,2,11,4,1,56,4,6,40,51,8,8,5,18,35,8,13,11,9,7,3,24,0,2,28,53,40,48,12,1,5,14,1,23,31,1,1,32,4,4,4,11,3,8,47,33,4,28,31,12
"2007-09-29",4,25,53,27,6,27,20,9,6,20,5,2,15,2,4,15,5,35,3,43,5,15,5,13,6,9,9,6,3,4,5,2,3,5,5,6,12,2,1,0,0,13,8,7,6,5,13,5,12,2,2,1,1,3,11,20,5,9,6,6,36,5,2,1,2,1,2,1,5,3,5,57,2,1,5,10,4,3,5,4,4,16,4,1,49,6,13,37,49,10,12,10,25,36,8,8,14,4,12,3,28,1,5,32,53,43,51,21,1,13,14,1,23,22,2,2,36,4,8,8,10,3,8,28,32,4,24,33,12
"2007-10-06",4,38,48,23,7,28,25,14,5,15,5,2,14,2,3,15,3,30,3,32,5,14,6,6,6,14,10,8,5,6,4,2,5,8,6,6,7,2,3,0,0,13,6,6,5,11,9,7,14,3,1,1,2,3,6,15,5,6,4,8,34,5,3,3,2,1,2,1,10,4,10,49,3,1,5,11,4,3,5,4,8,11,4,1,62,6,6,32,41,9,15,3,12,39,8,13,9,7,10,4,29,1,3,27,52,43,52,21,1,10,12,2,32,17,2,2,39,4,4,6,10,3,8,34,37,4,29,39,12
"2007-10-13",4,25,54,30,6,28,27,11,3,20,3,3,14,2,4,19,7,32,8,31,5,14,7,9,14,11,8,14,7,6,4,3,7,9,7,9,10,3,4,1,1,13,8,8,3,10,18,7,8,1,1,1,2,4,5,20,3,6,6,10,33,6,4,1,3,1,2,1,13,6,5,51,5,1,5,13,4,3,5,4,7,20,4,1,51,4,6,30,45,11,23,5,18,41,6,17,11,6,7,7,28,2,3,25,51,40,47,15,1,11,13,2,33,26,1,3,32,3,4,7,10,3,8,27,27,4,31,33,12
"2007-10-20",5,27,49,29,9,26,30,12,12,10,4,2,13,2,6,20,6,27,5,43,5,13,8,14,22,12,7,10,9,5,4,2,9,5,8,10,13,3,3,1,1,25,7,9,12,10,12,7,17,4,2,1,2,5,8,10,4,6,7,6,31,7,3,2,3,1,2,3,15,6,10,52,3,2,5,6,5,3,5,4,7,21,8,2,57,3,6,32,47,14,7,7,12,41,6,16,14,8,7,7,30,3,5,28,50,39,50,19,1,12,12,2,28,20,4,3,19,7,8,8,15,4,20,38,31,8,30,35,11
"2007-10-27",3,34,48,19,9,27,21,20,12,19,8,2,20,2,7,11,3,32,4,34,5,20,9,11,8,20,9,17,10,16,3,2,8,7,9,9,13,3,5,1,1,12,4,8,12,5,30,9,8,4,2,2,2,3,7,19,8,6,4,6,32,5,4,3,3,2,2,4,8,5,5,63,4,4,5,6,3,3,5,10,6,28,8,2,50,4,6,32,49,7,7,9,12,44,4,24,22,12,7,9,27,3,4,25,50,44,53,20,1,8,15,2,31,20,4,3,33,5,9,12,13,5,12,37,38,8,31,35,11
"2007-11-03",5,33,45,10,9,27,27,14,14,20,5,2,13,1,5,13,2,41,7,34,5,13,9,10,6,14,8,12,9,11,7,2,5,6,9,19,12,5,5,1,1,31,4,9,14,5,9,10,22,3,2,1,3,5,7,20,5,6,12,8,33,6,3,1,5,1,2,3,20,8,10,44,3,1,5,6,5,3,10,6,9,18,8,2,65,7,6,33,41,18,7,6,12,44,8,12,12,10,22,5,32,2,5,29,50,47,50,20,1,11,14,2,42,22,3,3,32,6,11,7,21,6,16,33,41,8,30,35,11
"2007-11-10",4,34,51,31,11,33,29,18,16,25,8,2,15,2,2,11,6,27,5,35,9,15,8,16,11,18,12,13,8,7,3,2,8,9,8,18,12,3,4,1,1,24,8,7,16,12,17,8,10,3,2,2,2,4,16,25,8,6,6,10,30,6,3,1,3,1,2,1,5,6,5,50,5,1,5,6,4,3,7,8,9,22,6,1,54,6,12,32,49,15,7,5,12,46,7,13,14,10,21,6,33,4,5,29,55,48,56,24,1,10,19,3,23,27,4,3,34,5,4,8,16,3,15,48,43,6,28,39,11
"2007-11-17",5,33,46,41,4,34,33,18,15,13,4,4,15,3,3,15,7,35,4,38,4,15,11,10,7,18,8,11,9,8,4,4,11,5,11,9,16,4,4,0,1,22,6,11,15,5,23,8,22,4,2,2,2,4,19,13,4,9,5,4,31,6,2,3,4,2,2,2,6,4,6,60,5,2,4,11,5,3,5,3,10,19,4,3,59,8,8,34,47,14,9,8,21,48,7,7,19,9,19,10,37,2,4,31,54,48,54,15,1,17,18,3,36,32,4,3,36,6,6,7,14,2,15,38,43,4,31,42,10
"2007-11-24",3,45,43,14,7,29,27,16,10,25,6,3,14,1,5,21,4,33,3,45,4,14,12,17,6,16,14,8,7,6,6,3,6,9,12,11,11,4,5,2,1,14,9,6,10,9,10,10,15,3,4,1,2,3,6,25,6,13,4,5,31,9,4,2,4,2,2,2,5,6,23,28,4,3,6,7,3,3,6,4,8,18,4,2,53,5,7,31,42,12,8,4,18,43,7,27,11,14,16,6,32,2,4,26,48,45,50,21,1,13,22,2,31,28,4,2,35,7,6,12,17,3,9,42,40,4,26,38,10
"2007-12-01",4,39,52,27,5,35,29,16,14,18,8,3,13,4,7,14,5,42,11,47,4,13,9,13,8,16,17,7,8,10,3,3,6,7,9,11,9,3,4,2,1,11,5,10,14,5,27,14,13,2,1,2,2,6,5,18,8,5,5,8,28,6,3,2,3,2,2,3,5,6,5,55,6,2,5,8,4,3,7,11,8,13,5,2,57,6,8,31,44,15,14,11,15,46,11,13,12,10,10,6,34,2,3,29,56,47,56,29,1,11,19,3,34,35,4,3,23,5,3,11,14,5,17,39,44,5,32,42,10
"2007-12-08",4,24,48,39,8,32,26,17,12,23,8,3,14,2,3,8,5,29,5,39,5,14,8,14,10,17,7,8,5,7,6,3,10,8,8,17,11,2,4,1,1,17,4,10,12,7,24,13,19,5,3,1,2,4,12,23,8,10,11,4,28,6,3,2,2,2,2,2,5,7,5,59,6,1,5,12,4,3,9,6,7,16,5,2,52,10,6,28,42,10,14,4,11,46,9,19,13,11,7,5,34,2,7,33,57,44,53,23,1,11,18,3,42,34,5,2,45,7,9,6,9,4,15,41,53,5,33,43,10
"2007-12-15",3,37,45,24,11,31,29,14,18,18,8,3,15,2,4,17,4,49,5,41,6,15,11,6,5,14,16,5,5,5,3,3,9,13,11,14,12,3,3,1,1,12,4,13,18,10,24,14,24,4,3,2,1,5,7,18,8,7,10,6,28,6,4,4,3,3,2,4,11,8,7,57,5,2,9,12,3,6,7,6,6,13,4,2,52,6,6,28,41,12,7,5,45,41,15,15,15,9,9,4,29,2,4,32,53,45,51,22,1,11,20,3,26,28,5,2,36,5,7,10,14,4,8,44,51,4,29,43,11
"2007-12-22",5,28,44,26,12,31,25,16,13,20,7,6,20,3,4,9,4,25,5,33,9,20,9,14,11,16,9,6,4,7,7,6,10,8,9,9,8,3,2,2,2,12,6,10,13,11,20,13,17,4,2,2,2,6,4,20,7,9,5,6,29,7,2,2,3,2,3,3,12,12,13,40,5,2,13,6,5,8,10,6,6,11,4,3,51,12,9,34,43,18,7,5,32,41,10,25,16,8,18,8,30,2,2,35,57,49,54,24,1,12,20,3,21,25,4,2,31,9,13,16,20,5,12,41,56,4,34,42,22
"2007-12-29",3,34,41,58,15,35,41,19,16,37,8,7,15,3,9,21,3,43,9,46,6,15,12,10,14,19,11,7,3,4,10,7,12,11,12,8,11,5,4,3,3,16,12,11,16,11,49,23,31,5,2,2,2,7,8,37,8,7,7,15,38,9,4,4,5,5,3,5,6,6,10,36,4,3,13,12,3,11,6,12,8,23,5,6,56,14,27,29,39,12,9,12,20,42,16,28,26,14,23,5,42,3,6,32,60,53,59,27,1,12,20,2,19,35,5,2,48,12,12,16,19,5,20,69,65,5,32,47,14
"2008-01-05",4,38,54,35,17,40,43,27,18,17,14,5,23,5,7,24,4,45,6,68,7,23,11,16,6,27,15,4,3,3,8,5,12,13,11,9,15,5,2,2,2,26,9,9,18,20,19,27,42,4,2,2,2,8,13,18,14,6,8,12,37,8,7,3,5,3,4,3,9,7,11,49,4,3,5,7,4,7,16,8,8,13,10,3,69,6,10,40,48,30,16,8,19,50,9,26,28,18,15,8,42,2,3,44,76,51,58,26,1,20,27,2,27,35,5,3,24,8,8,23,29,7,13,66,73,10,42,62,12
"2008-01-12",7,40,52,36,13,39,35,18,15,24,9,4,15,4,6,27,6,33,6,51,4,15,11,20,5,18,20,4,4,4,5,4,12,19,11,6,19,5,4,1,2,15,9,11,15,5,20,16,24,5,1,2,1,7,11,24,9,13,5,9,42,7,4,6,5,2,1,3,9,9,12,56,6,1,5,12,7,7,5,6,9,23,11,2,59,11,8,36,46,16,17,7,39,53,10,31,18,11,13,8,39,2,4,44,76,51,60,26,1,14,22,3,44,34,4,3,45,9,14,15,38,5,15,48,75,11,35,54,14
"2008-01-19",8,43,57,21,18,38,35,15,15,18,9,4,20,3,5,22,6,33,10,52,4,20,14,21,12,15,19,4,5,6,7,4,15,19,14,11,12,5,3,2,1,23,11,14,15,13,28,17,25,4,2,2,3,6,10,18,9,9,9,7,44,6,7,6,5,3,4,4,11,10,16,49,5,2,11,13,8,7,11,6,9,23,13,2,74,7,20,39,51,20,14,8,25,48,9,27,19,12,7,10,33,3,5,31,63,52,58,30,2,9,20,3,30,31,4,3,40,11,13,24,28,4,15,44,61,13,33,52,15
"2008-01-26",12,22,57,50,19,39,37,17,20,21,10,5,23,5,10,30,6,47,6,60,6,23,16,22,20,18,18,6,6,5,8,5,15,23,16,11,16,7,6,2,3,22,9,14,20,13,21,23,27,6,3,2,2,9,17,21,10,14,14,9,50,8,8,6,7,3,4,5,14,18,23,56,7,2,5,9,12,6,21,19,19,27,31,4,67,14,17,42,60,25,10,14,14,59,7,52,34,18,15,8,33,3,6,34,63,54,61,21,2,27,31,3,52,30,5,3,41,16,14,31,43,7,26,57,56,31,41,58,20
"2008-02-02",21,42,62,57,27,51,42,22,28,23,10,10,32,5,7,52,10,42,10,54,12,32,23,34,11,22,26,5,7,9,7,10,21,24,23,22,14,12,6,3,4,36,16,14,28,17,23,34,41,6,5,3,4,14,18,23,10,20,28,10,65,13,11,8,12,8,7,9,27,24,32,75,13,2,9,14,21,19,24,27,25,43,61,6,74,14,13,55,67,23,13,20,32,62,10,65,35,23,32,12,38,5,12,36,67,64,69,35,2,19,34,5,43,34,6,5,35,19,26,34,60,14,26,53,79,61,46,62,20
"2008-02-09",30,47,62,35,49,57,46,31,29,26,21,15,38,6,15,62,11,41,10,61,18,38,31,35,11,31,36,11,8,10,21,15,35,42,31,15,25,13,8,5,7,29,25,28,29,25,21,43,41,11,6,5,4,15,16,26,21,19,38,31,74,15,15,12,13,8,8,12,31,33,37,68,15,5,7,24,30,14,39,39,35,49,59,12,75,19,18,44,62,37,18,34,50,65,7,61,41,34,43,21,46,8,12,40,67,66,75,34,3,34,31,7,42,45,8,6,50,30,38,45,64,16,31,48,84,59,43,62,20
"2008-02-16",34,45,62,67,33,55,50,31,31,35,27,18,32,8,8,38,13,44,19,64,12,32,29,34,23,30,29,9,10,9,26,18,34,42,29,14,25,15,8,6,7,29,22,27,32,16,36,41,45,12,4,5,6,15,28,35,27,27,28,16,61,15,19,14,15,9,11,15,18,23,32,72,13,7,24,38,34,32,42,41,41,57,67,11,79,20,31,56,66,37,9,21,36,64,17,59,64,25,24,24,45,7,15,36,67,68,76,37,3,45,33,8,54,43,9,7,56,23,30,56,76,15,36,52,100,67,51,62,20
"2008-02-23",38,57,62,58,24,56,42,31,41,49,24,18,30,7,9,38,14,64,13,63,15,31,30,26,21,31,31,10,11,14,24,18,42,48,30,22,31,18,8,7,7,44,26,27,41,34,43,40,66,11,9,6,8,19,34,49,24,24,40,31,67,13,19,16,18,10,12,18,40,22,36,58,17,5,10,30,38,22,37,64,48,55,63,10,75,26,24,44,63,37,27,37,49,64,18,61,46,32,38,20,44,9,18,40,67,66,70,29,4,43,34,9,37,47,10,8,50,26,38,73,84,16,34,49,91,63,51,64,35
"2008-03-01",31,46,59,45,19,53,37,26,30,31,19,15,25,6,9,35,18,49,14,56,6,25,25,29,21,26,32,10,13,14,16,15,34,45,25,16,31,16,8,6,8,22,27,26,30,23,55,38,60,12,8,5,4,18,29,31,19,28,24,25,63,12,17,18,16,9,7,16,28,24,41,59,17,5,10,33,31,21,47,47,42,70,64,11,73,24,23,49,66,36,28,20,10,64,12,31,40,31,12,17,40,8,16,36,66,65,69,36,3,38,28,9,45,47,11,6,67,21,40,44,65,11,33,44,87,64,36,55,26
"2008-03-08",33,40,56,28,12,44,31,23,23,17,17,12,21,6,9,24,7,46,9,60,16,21,21,31,18,23,19,8,8,7,15,12,22,35,21,13,26,10,5,5,6,36,20,19,23,23,30,28,37,8,4,4,4,12,17,17,17,15,11,8,54,10,11,12,10,6,4,8,15,21,28,45,9,4,9,33,33,20,44,44,35,53,59,8,71,16,16,41,62,22,20,17,26,58,11,24,36,17,23,20,36,7,12,38,63,62,68,29,3,51,26,6,36,40,6,5,46,19,20,35,56,10,21,49,83,59,40,48,10
"2008-03-15",24,37,58,38,21,38,34,13,16,23,9,8,17,4,5,40,4,58,11,50,6,17,15,19,15,13,21,5,6,13,12,8,22,30,15,17,20,10,7,3,4,39,17,11,16,13,23,23,33,8,5,3,3,10,9,23,9,12,13,6,42,10,9,8,10,5,5,9,9,11,14,54,6,2,10,28,24,14,38,35,34,57,44,6,75,13,9,40,48,17,14,11,21,53,11,30,21,15,17,18,27,5,13,31,61,57,67,24,2,23,24,5,31,41,7,4,50,11,17,22,52,8,15,61,96,44,36,50,10
"2008-03-22",15,37,50,19,12,38,25,17,16,28,10,7,22,3,4,14,5,30,7,39,4,22,15,23,13,17,15,2,5,5,10,7,20,25,15,6,15,9,3,3,3,36,14,8,16,12,16,23,23,3,3,2,2,8,14,28,10,8,7,6,44,7,10,9,9,4,6,8,11,13,11,59,6,3,6,16,15,14,26,22,23,12,21,5,61,10,18,35,49,22,12,11,23,49,5,26,28,22,16,12,30,2,5,40,61,57,63,24,2,22,23,4,41,34,4,3,35,12,10,37,39,6,13,48,80,21,30,50,11
"2008-03-29",11,33,47,39,7,36,30,18,15,9,5,6,19,3,6,32,5,36,4,43,4,19,13,15,10,18,15,5,4,3,7,6,12,16,13,7,12,5,2,2,3,15,10,9,15,16,16,15,12,4,3,2,2,5,8,9,5,10,7,9,38,7,5,3,5,4,7,4,6,10,12,56,5,2,5,13,11,14,15,17,17,15,18,3,65,5,6,28,50,15,11,7,22,47,6,26,14,7,11,12,34,3,7,31,62,54,60,25,1,23,22,3,31,29,5,3,45,12,17,23,28,5,12,43,57,18,33,46,21
"2008-04-05",8,33,49,26,11,32,24,15,10,11,8,3,20,3,5,26,4,33,5,39,4,20,12,17,9,15,15,2,3,6,8,3,14,13,12,5,11,5,3,1,1,14,10,6,10,11,11,16,16,5,5,1,2,3,6,11,8,10,3,12,45,7,4,5,5,2,2,4,7,9,9,53,7,1,0,8,8,6,12,15,13,31,7,2,64,11,5,35,49,13,11,7,17,46,4,19,19,13,19,13,29,1,3,28,59,52,58,20,1,14,18,2,32,35,5,2,29,5,8,8,13,4,14,40,56,7,33,42,10
"2008-04-12",7,24,44,20,15,29,22,10,11,8,3,3,17,2,3,24,4,32,3,36,8,17,8,9,12,10,7,2,2,3,5,3,10,11,8,8,6,3,2,1,1,11,5,6,11,7,19,7,12,3,2,1,1,4,3,9,3,15,6,5,43,7,3,3,3,2,1,4,7,5,7,47,4,1,0,8,7,4,4,9,14,29,7,2,65,3,5,25,43,5,7,6,31,44,7,19,15,9,6,7,25,2,3,25,55,51,60,19,1,11,19,2,24,35,5,2,29,4,10,5,9,4,14,21,60,7,39,34,10
"2008-04-19",5,29,48,26,8,28,21,6,10,17,4,3,15,2,3,22,3,41,3,34,4,15,7,8,5,6,11,3,2,4,3,3,10,10,7,11,4,3,1,1,1,11,11,4,10,5,13,8,10,3,2,1,2,4,6,17,4,5,5,7,41,6,2,2,3,1,1,2,4,6,11,46,5,1,0,6,5,3,6,7,8,16,5,1,74,5,5,30,45,5,7,3,18,43,7,18,11,6,6,13,26,2,3,33,57,50,57,18,1,11,16,2,33,32,3,2,26,4,4,7,13,3,11,39,51,5,32,38,10
"2008-04-26",6,33,41,17,11,29,17,9,8,9,3,3,11,2,3,16,3,15,4,39,8,11,8,18,5,9,11,2,2,4,3,3,7,9,8,5,9,2,2,1,1,11,5,4,8,7,15,6,12,3,2,1,1,3,5,9,3,5,7,7,34,6,2,2,2,2,1,1,9,7,6,48,2,4,0,11,6,5,7,7,6,11,9,1,65,7,9,25,46,7,7,3,18,40,4,18,11,6,13,4,21,1,2,21,56,45,54,22,1,6,16,1,33,29,2,1,25,4,4,5,9,3,7,29,47,9,36,35,10
"2008-05-03",4,28,45,23,12,27,16,8,10,11,3,1,15,1,5,14,2,29,3,34,4,15,6,9,5,8,7,2,1,2,3,1,5,4,6,6,10,2,1,0,1,16,6,3,10,9,19,4,9,2,2,1,1,4,6,11,3,5,6,5,40,5,3,3,2,1,1,3,4,3,11,57,2,1,0,11,4,3,4,3,4,14,3,1,63,5,5,28,49,6,6,5,17,36,4,17,16,6,6,8,21,2,3,27,53,46,55,18,1,5,16,1,31,27,3,1,24,4,9,11,12,4,9,40,47,3,24,30,10
"2008-05-10",5,19,40,9,5,25,20,7,6,9,3,2,13,1,2,13,4,32,4,28,4,13,5,13,5,7,7,2,1,5,3,2,6,6,5,6,6,2,1,1,0,16,4,3,6,5,11,7,7,2,1,1,1,3,6,9,3,5,7,6,40,6,2,2,2,1,1,2,4,4,4,36,2,1,0,7,5,5,4,5,5,9,3,1,51,5,5,25,41,10,10,6,26,36,4,14,14,4,9,5,21,1,3,25,52,45,54,18,1,7,14,1,31,25,3,1,21,4,7,5,9,2,14,35,39,3,28,30,10
"2008-05-17",4,22,39,46,3,21,22,4,10,9,2,1,14,2,3,11,5,31,8,27,4,14,7,10,5,4,8,2,2,4,3,1,4,7,7,6,10,2,1,0,0,22,4,2,10,5,11,3,8,1,1,1,1,2,3,9,2,10,7,4,33,4,2,2,2,1,1,1,13,5,5,43,3,1,0,7,4,3,4,3,5,17,3,1,52,2,5,30,45,4,7,4,11,33,4,7,13,5,6,4,21,2,3,25,49,45,53,13,1,11,11,1,25,23,3,1,34,2,3,7,9,2,7,34,38,3,28,30,10
"2008-05-24",3,19,40,15,8,24,18,5,4,9,1,1,16,1,2,10,2,39,3,25,4,16,5,10,5,5,4,1,1,3,3,1,3,3,5,6,6,1,1,1,0,11,4,3,4,5,8,4,8,1,1,1,1,3,5,9,1,5,4,7,36,5,2,2,1,1,1,1,9,5,9,46,4,1,0,11,3,3,5,3,5,10,4,1,54,2,6,24,40,5,7,4,11,31,4,15,10,4,13,3,25,1,1,30,51,45,54,15,0,9,8,1,29,22,3,1,20,3,5,4,9,3,7,32,40,4,28,23,10
"2008-05-31",2,22,37,31,12,21,14,5,7,9,1,1,9,1,4,19,2,35,3,25,4,9,6,7,5,5,4,1,1,4,3,1,3,4,6,6,6,1,1,0,0,12,4,2,7,5,12,4,8,1,1,1,1,2,6,9,1,11,4,4,37,5,1,2,1,3,2,3,5,6,5,52,3,1,0,6,2,4,7,4,3,12,4,1,66,3,6,26,42,4,7,6,23,31,4,12,14,8,9,4,22,2,1,24,49,43,49,12,1,4,10,1,28,23,2,1,27,3,4,4,10,4,12,33,45,4,20,22,10
"2008-06-07",3,20,36,38,9,21,10,6,3,9,2,1,12,1,3,21,2,28,3,23,4,12,5,8,5,6,6,2,1,5,3,1,3,5,5,6,8,1,1,0,1,11,4,4,3,5,12,6,6,1,4,1,1,2,6,9,2,8,3,4,36,6,1,1,1,1,2,1,5,5,7,38,2,1,0,6,3,5,9,5,4,14,4,1,67,2,5,17,31,7,7,3,11,29,4,18,16,9,6,4,18,1,1,21,46,40,48,10,0,9,9,1,20,20,2,1,27,4,8,9,18,2,13,28,36,4,25,21,10
"2008-06-14",2,19,38,25,5,18,13,4,5,9,1,1,11,1,2,14,2,25,6,23,4,11,4,11,5,4,3,1,1,3,3,1,3,4,4,8,6,1,1,0,0,12,4,3,5,5,8,2,5,1,1,1,1,2,3,9,1,5,4,5,36,5,1,1,1,1,2,1,5,3,5,37,2,1,0,6,2,6,12,6,2,5,4,1,55,3,6,21,38,2,7,3,17,28,4,27,15,3,7,3,18,1,3,17,44,39,47,9,0,3,10,1,29,28,2,1,28,4,4,4,10,3,15,32,30,4,24,25,11
"2008-06-21",2,20,38,28,9,19,13,3,3,9,2,1,10,1,4,12,2,17,9,18,7,10,4,13,5,3,6,2,1,3,3,1,3,5,4,10,5,1,1,0,0,12,4,2,3,6,8,4,5,1,1,0,1,2,5,9,2,5,7,4,38,4,1,1,1,1,2,1,10,3,5,33,3,0,0,9,2,3,14,7,2,5,6,2,53,3,6,22,32,6,7,3,22,27,4,12,11,3,7,3,18,1,1,20,43,37,46,10,0,3,6,1,21,17,1,1,28,3,4,8,10,1,8,28,38,6,18,23,16
"2008-06-28",2,19,38,25,7,17,16,3,4,10,1,1,10,1,3,10,2,19,5,21,9,10,5,7,5,3,6,2,1,4,4,1,3,4,5,12,4,1,1,1,0,12,4,3,4,7,8,4,6,1,1,0,1,3,3,10,1,5,4,4,34,5,1,1,1,1,2,1,5,8,10,35,2,0,0,12,2,3,5,4,4,7,7,1,54,3,6,25,42,4,8,3,23,27,4,16,12,3,7,3,16,1,1,24,43,36,43,9,0,9,12,1,22,24,2,1,21,3,7,4,10,2,12,27,24,7,15,24,21
"2008-07-05",2,18,33,13,9,15,18,3,3,10,2,1,9,1,2,22,2,29,3,20,4,9,3,9,5,3,3,2,1,4,5,1,4,4,3,6,4,1,1,0,0,11,4,4,3,9,8,2,6,1,1,0,1,2,7,10,2,6,4,4,39,6,1,1,1,1,2,1,5,4,5,32,2,0,0,6,2,3,5,4,4,21,4,1,56,3,6,21,32,6,8,10,36,23,4,13,14,3,7,3,20,1,3,20,41,34,42,10,0,5,7,1,30,13,1,1,21,3,8,4,9,2,8,25,37,4,26,17,0
"2008-07-12",2,15,33,15,10,15,14,5,3,9,1,2,8,1,2,10,2,26,3,24,4,9,5,11,5,5,6,1,1,5,7,2,1,3,5,0,7,1,1,0,0,11,4,2,3,10,8,2,7,1,1,0,1,2,3,9,1,8,4,9,37,5,1,1,1,2,2,1,5,4,5,37,2,0,5,6,2,3,5,4,2,12,4,1,46,3,6,19,33,5,7,3,11,25,4,15,18,3,7,5,18,1,1,18,40,34,42,9,1,6,8,1,25,12,1,1,24,1,7,4,9,3,10,26,34,4,23,20,0
"2008-07-19",2,16,32,12,10,14,13,2,2,9,4,1,9,1,3,10,2,18,3,29,4,9,5,10,5,2,5,1,1,3,3,1,3,3,5,0,4,1,1,0,0,11,4,4,2,5,10,2,11,1,1,0,1,2,3,9,4,9,4,4,37,6,1,1,1,1,3,1,5,2,5,35,4,0,0,6,2,3,5,4,4,10,4,1,53,3,6,20,38,5,7,4,11,25,4,15,17,3,7,5,16,1,3,24,41,31,40,11,1,5,8,1,31,17,1,1,11,2,7,4,9,1,11,29,22,4,21,18,0
"2008-07-26",1,18,38,30,5,14,13,4,5,9,2,1,8,1,2,15,2,28,4,18,4,8,5,10,5,4,7,1,1,3,3,1,2,3,5,0,7,1,1,1,0,11,4,2,5,5,12,2,11,1,1,0,1,1,3,9,2,9,4,4,28,5,2,1,1,1,3,2,5,2,5,29,3,2,0,6,1,3,5,4,2,7,7,1,49,2,6,19,35,5,7,3,11,24,4,23,22,3,6,2,15,0,1,19,40,31,38,11,0,3,6,1,20,18,2,1,32,2,3,4,9,2,13,38,24,7,25,19,0
"2008-08-02",2,8,32,12,9,13,14,3,3,9,1,1,6,2,3,10,2,22,3,19,4,6,4,9,5,3,6,1,1,3,3,1,2,4,4,0,5,1,1,0,0,11,7,4,3,7,8,2,9,1,1,0,1,2,3,9,1,10,9,4,33,5,2,1,1,1,1,1,5,5,5,22,1,1,0,7,2,3,5,3,2,11,4,1,46,3,5,21,32,5,7,3,18,25,4,15,13,8,6,2,17,1,1,19,40,30,38,9,0,3,7,1,21,6,2,1,19,2,3,5,9,2,15,20,21,4,26,19,0
"2008-08-09",2,18,36,12,5,13,14,5,3,9,1,1,8,2,2,17,2,23,3,24,4,8,3,8,5,5,4,3,1,3,3,1,3,3,3,0,4,1,1,0,0,11,4,3,3,5,19,3,9,1,1,0,1,2,4,9,1,10,5,4,29,5,2,1,1,1,1,1,5,2,7,35,3,1,0,9,2,3,5,3,2,5,4,1,50,2,6,24,40,4,7,3,16,41,7,11,11,3,6,5,12,1,1,22,40,30,37,7,0,4,8,1,17,20,1,1,16,3,3,6,9,2,7,29,20,4,24,18,0
